0F,2165-165-165 165:165,0,0
0F,2165-165-165 165:165,0,0
0F,2014-03-23 11:15,0,0
0F,2014-03-23 11:15,0,0
0F,2014-03-23 11:15,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,1,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,1,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:20,0,0
0F,2014-03-23 11:21,0,0
0F,2014-03-23 11:21,0,0
0F,2014-03-23 11:21,1,0
0F,2014-03-23 11:21,0,0
0F,2014-03-23 11:21,1,0
0F,2014-03-23 11:21,0,0
0F,2014-03-23 11:21,1,0
0F,2014-03-23 11:22,0,0
0F,2014-03-23 11:22,15,0
0F,2014-03-23 11:22,36,0
0F,2014-03-23 11:53,1,0
0F,2014-03-23 11:53,1,0
0F,2014-03-23 11:53,0,0
0F,2014-03-23 11:53,0,0
0F,2014-03-23 11:53,0,0
0F,2014-03-23 11:53,0,0
0F,2014-03-23 11:53,0,0
0F,2014-03-23 11:54,1,0
0F,2014-03-23 11:54,0,0
0F,2014-03-23 11:54,0,0
0F,2014-03-23 11:54,0,0
0F,2014-03-23 11:54,1,0
0F,2014-03-23 11:54,0,0
0F,2014-03-23 11:54,0,0
0F,2014-03-23 11:55,0,0
0F,2014-03-23 11:55,0,0
0F,2014-03-23 11:55,1,0
0F,2014-03-23 11:55,0,0
0F,2014-03-23 11:55,0,0
0F,2014-03-23 11:55,0,0
0F,2014-03-23 11:55,0,0
0F,2014-03-23 11:55,1,0
0F,2014-03-23 11:56,1,0
0F,2014-03-23 11:56,0,0
0F,2014-03-23 11:56,1,0
0F,2014-03-23 11:56,1,0
0F,2014-03-23 11:56,1,0
0F,2014-03-23 11:56,1,0
0F,2014-03-23 11:56,1,0
0F,2014-03-23 11:57,0,0
0F,2014-03-23 11:57,1,0
0F,2014-03-23 11:57,0,0
0F,2014-03-23 11:57,1,0
0F,2014-03-23 11:57,0,0
0F,2014-03-23 11:57,1,0
0F,2014-03-23 11:57,0,0
0F,2014-03-23 11:58,0,0
0F,2014-03-23 11:58,0,0
0F,2014-03-23 11:58,0,0
0F,2014-03-23 11:58,1,0
0F,2014-03-23 11:58,1,0
