0F,2014-03-24 12:26,1.44,25.30
0F,2014-03-24 12:26,1.44,25.30
0F,2014-03-24 12:26,1.44,25.50
0F,2014-03-24 12:26,1.44,25.40
0F,2014-03-24 12:28,1.08,25.40
0F,2014-03-24 12:28,1.08,25.40
0F,2014-03-24 12:28,1.08,25.30
0F,2014-03-24 12:28,1.06,25.30
0F,2014-03-24 12:28,1.06,25.20
0F,2014-03-24 12:28,1.06,25.20
0F,2014-03-24 12:29,1.06,25.10
0F,2014-03-24 12:29,1.06,25.10
0F,2014-03-24 12:29,1.06,25.10
0F,2014-03-24 12:29,1.08,25.00
0F,2014-03-24 12:29,1.06,24.90
0F,2014-03-24 12:30,1.06,25.00
0F,2014-03-24 12:30,1.06,24.90
0F,2014-03-24 12:30,1.06,24.80
0F,2014-03-24 12:30,1.06,24.80
0F,2014-03-24 12:30,1.08,24.80
0F,2014-03-24 12:30,1.06,24.80
0F,2014-03-24 12:31,1.06,23.40
0F,2014-03-24 12:31,1.06,23.40
0F,2014-03-24 12:31,1.06,23.40
0F,2014-03-24 12:31,1.06,23.40
0F,2014-03-24 12:31,1.06,23.40
0F,2014-03-24 12:31,1.06,23.40
0F,2014-03-24 12:31,1.06,23.40
0F,2014-03-24 12:32,1.06,23.40
0F,2014-03-24 12:32,1.08,23.40
0F,2014-03-24 12:32,1.06,23.40
0F,2014-03-24 12:32,1.06,23.40
0F,2014-03-24 12:32,1.06,23.40
0F,2014-03-24 12:32,1.06,23.40
0F,2014-03-24 12:32,1.08,23.40
0F,2014-03-24 12:33,1.06,23.40
0F,2014-03-24 12:33,1.06,23.40
0F,2014-03-24 12:33,1.06,23.30
0F,2014-03-24 12:33,1.06,23.40
0F,2014-03-24 12:33,1.06,23.40
0F,2014-03-24 12:33,1.06,23.40
0F,2014-03-24 12:33,1.06,23.40
0F,2014-03-24 12:34,1.06,23.40
0F,2014-03-24 12:34,1.06,23.30
0F,2014-03-24 12:34,1.06,23.40
0F,2014-03-24 12:34,1.07,23.30
0F,2014-03-24 12:34,1.06,23.30
0F,2014-03-24 12:34,1.06,23.30
0F,2014-03-24 12:34,1.06,23.40
0F,2014-03-24 12:35,1.06,23.40
0F,2014-03-24 12:35,1.06,23.30
0F,2014-03-24 12:35,1.06,23.30
0F,2014-03-24 12:35,1.06,23.40
0F,2014-03-24 12:35,1.06,23.30
0F,2014-03-24 12:35,1.06,23.30
0F,2014-03-24 12:35,1.06,23.30
0F,2014-03-24 12:35,1.78,23.30
0F,2014-03-24 12:36,1.06,23.30
0F,2014-03-24 12:36,1.06,23.30
0F,2014-03-24 12:36,1.06,23.30
0F,2014-03-24 12:36,1.06,23.30
0F,2014-03-24 12:36,1.06,23.40
0F,2014-03-24 12:36,1.06,23.40
0F,2014-03-24 12:36,1.06,23.30
0F,2014-03-24 12:37,1.06,23.30
0F,2014-03-24 12:37,1.06,23.30
0F,2014-03-24 12:37,1.06,23.30
0F,2014-03-24 12:37,1.06,23.30
0F,2014-03-24 12:37,1.06,23.30
0F,2014-03-24 12:37,1.06,23.30
0F,2014-03-24 12:37,1.06,23.30
0F,2014-03-24 12:38,1.06,23.40
0F,2014-03-24 12:38,1.06,23.30
0F,2014-03-24 12:38,1.06,23.30
0F,2014-03-24 12:38,1.06,23.30
0F,2014-03-24 12:38,1.06,23.30
0F,2014-03-24 12:38,1.06,23.30
0F,2014-03-24 12:38,1.06,23.30
0F,2014-03-24 12:39,1.06,23.30
0F,2014-03-24 12:39,1.06,23.30
0F,2014-03-24 12:39,1.06,23.40
0F,2014-03-24 12:39,1.06,23.30
0F,2014-03-24 12:39,1.06,23.40
0F,2014-03-24 12:39,1.09,23.30
0F,2014-03-24 12:39,1.06,23.30
0F,2014-03-24 12:39,1.06,23.30
0F,2014-03-24 12:40,1.06,23.30
0F,2014-03-24 12:40,1.06,23.30
0F,2014-03-24 12:40,1.06,23.30
0F,2014-03-24 12:40,1.06,23.30
0F,2014-03-24 12:40,1.06,23.30
0F,2014-03-24 12:40,1.06,23.30
0F,2014-03-24 12:40,1.07,23.30
0F,2014-03-24 12:41,1.06,23.30
0F,2014-03-24 12:41,1.06,23.30
0F,2014-03-24 12:41,1.06,23.30
0F,2014-03-24 12:41,1.06,23.30
0F,2014-03-24 12:41,1.06,23.30
0F,2014-03-24 12:41,1.06,23.40
0F,2014-03-24 12:41,1.06,23.30
0F,2014-03-24 12:42,1.06,23.30
0F,2014-03-24 12:42,1.06,23.30
0F,2014-03-24 12:42,1.06,23.30
0F,2014-03-24 12:42,1.06,23.30
